Filename	CTN	Day	Treatment	Is_Duplicate	Invasion Score	K14 score	Type
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_47.zvi.tif	CTN036	6	Vehicle	No	b	b	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_48.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_49.zvi.tif	CTN036	6	Vehicle	No	1	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_53.zvi.tif	CTN036	6	Vehicle	No	1	2	Tumor
CTN037 d6 Tumor-13_Position(55).tif_Files.tif	CTN037	6	Vehicle	No	0	0	Tumor
CTN037 d6 Tumor-13_Position(56).tif_Files.tif	CTN037	6	Vehicle	No	0	0	Tumor
CTN037 d6 Tumor-13_Position(57).tif_Files.tif	CTN037	6	Vehicle	No	0	1	Tumor
CTN037 d6 Tumor-13_Position(58).tif_Files.tif	CTN037	6	Vehicle	No	0	0	Tumor
CTN037 d6 Tumor-13_Position(59).tif_Files.tif	CTN037	6	Vehicle	No	0	0	Tumor
CTN037 d6 Tumor-13_Position(60).tif_Files.tif	CTN037	6	Vehicle	No	1	0	Tumor
CTN037 d6 Tumor-13_Position(61).tif_Files.tif	CTN037	6	Vehicle	No	b	b	Tumor
CTN038 d6 Tumor-18_Position(120).tif_Files.tif	CTN038	6	Vehicle	No	0	0	Tumor
CTN038 d6 Tumor-18_Position(121).tif_Files.tif	CTN038	6	Vehicle	No	0	0	Tumor
CTN038 d6 Tumor-18_Position(122).tif_Files.tif	CTN038	6	Vehicle	No	1	2	Tumor
CTN038 d6 Tumor-18_Position(123).tif_Files.tif	CTN038	6	Vehicle	No	0	0	Tumor
CTN039 d6 Tumor-22_Position(176).tif_Files.tif	CTN039	6	Vehicle	No	b	3	Tumor
CTN039 d6 Tumor-22_Position(178).tif_Files.tif	CTN039	6	Vehicle	No	2	3	Tumor
CTN039 d6 Tumor-22_Position(180).tif_Files.tif	CTN039	6	Vehicle	No	b	2	Tumor
CTN039 d6 Tumor-22_Position(181).tif_Files.tif	CTN039	6	Vehicle	No	b	2	Tumor
CTN039 d6 Tumor-22_Position(182).tif_Files.tif	CTN039	6	Vehicle	No	b	2	Tumor
CTN039 d6 Tumor-22_Position(183).tif_Files.tif	CTN039	6	Vehicle	No	2	3	Tumor
CTN039 d6 Tumor-22_Position(186).tif_Files.tif	CTN039	6	Vehicle	No	b	3	Tumor
CTN039 d6 Tumor-22_Position(187).tif_Files.tif	CTN039	6	Vehicle	No	0	1	Tumor
CTN039 d6 Tumor-22_Position(188).tif_Files.tif	CTN039	6	Vehicle	No	b	3	Tumor
CTN039 d6 Tumor-22_Position(189).tif_Files.tif	CTN039	6	Vehicle	No	3	3	Tumor
CTN039 d6 Tumor-22_Position(190).tif_Files.tif	CTN039	6	Vehicle	No	0	3	Tumor
CTN040 d6 Tumor-01_Position(291).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(292).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(293).tif_Files.tif	CTN040	6	Vehicle	No	1	0	Tumor
CTN040 d6 Tumor-01_Position(294).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(295).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(296).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(298).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(299).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(300).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(301).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(302).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(303).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(304).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(305).tif_Files.tif	CTN040	6	Vehicle	No	b	b	Tumor
CTN040 d6 Tumor-01_Position(306).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(307).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(308).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(309).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN040 d6 Tumor-01_Position(310).tif_Files.tif	CTN040	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(337).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(338).tif_Files.tif	CTN041	6	Vehicle	No	d	d	Tumor
CTN041 d6 Tumor-03_Position(339).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(340).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(341).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(342).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(343).tif_Files.tif	CTN041	6	Vehicle	No	d	d	Tumor
CTN041 d6 Tumor-03_Position(344).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(345).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(346).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(347).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(348).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(349).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(350).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(351).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(352).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(353).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(354).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(355).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(356).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(357).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(358).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(359).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(360).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(361).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(362).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(363).tif_Files.tif	CTN041	6	Vehicle	No	1	0	Tumor
CTN041 d6 Tumor-03_Position(364).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(365).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN041 d6 Tumor-03_Position(366).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(367).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(368).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(369).tif_Files.tif	CTN041	6	Vehicle	No	0	0	Tumor
CTN041 d6 Tumor-03_Position(370).tif_Files.tif	CTN041	6	Vehicle	No	b	b	Tumor
CTN024 d6 Tumor-01_AC01_01.tif_Files.tif	CTN024	6	Vehicle	NA	0	3	Tumor
CTN024 d6 Tumor-01_AC01_02.tif_Files.tif	CTN024	6	Vehicle	NA	1	1	Tumor
CTN024 d6 Tumor-01_AC01_03.tif_Files.tif	CTN024	6	Vehicle	NA	2	3	Tumor
CTN024 d6 Tumor-01_AC01_04.tif_Files.tif	CTN024	6	Vehicle	NA	0	3	Tumor
CTN024 d6 Tumor-01_AC01_05.tif_Files.tif	CTN024	6	Vehicle	NA	1	2	Tumor
CTN024 d6 Tumor-01_AC01_06.tif_Files.tif	CTN024	6	Vehicle	NA	0	3	Tumor
CTN024 d6 Tumor-01_AC01_07.tif_Files.tif	CTN024	6	Vehicle	NA	2	3	Tumor
CTN024 d6 Tumor-01_AC01_08.tif_Files.tif	CTN024	6	Vehicle	NA	3	3	Tumor
CTN024 d6 Tumor-01_AC01_09.tif_Files.tif	CTN024	6	Vehicle	NA	2	2	Tumor
CTN024 d6 Tumor-01_AC01_10.tif_Files.tif	CTN024	6	Vehicle	NA	1	3	Tumor
CTN024 d6 Tumor-01_AC01_11.tif_Files.tif	CTN024	6	Vehicle	NA	1	3	Tumor
CTN024 d6 Tumor-01_AC01_12.tif_Files.tif	CTN024	6	Vehicle	NA	0	3	Tumor
CTN024 d6 Tumor-01_AC01_13.tif_Files.tif	CTN024	6	Vehicle	NA	3	3	Tumor
CTn042 d6 K14-02_Position(173).zvi.tif	CTN042	6	Vehicle	NA	2	0	Tumor
CTn042 d6 K14-02_Position(174).zvi.tif	CTN042	6	Vehicle	NA	3	2	Tumor
CTn042 d6 K14-02_Position(175).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(176).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(177).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(178).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(179).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(180).zvi.tif	CTN042	6	Vehicle	NA	2	2	Tumor
CTn042 d6 K14-02_Position(181).zvi.tif	CTN042	6	Vehicle	NA	3	2	Tumor
CTn042 d6 K14-02_Position(182).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(183).zvi.tif	CTN042	6	Vehicle	NA	3	2	Tumor
CTn042 d6 K14-02_Position(184).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(185).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(186).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(187).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(188).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(189).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(190).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(191).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(192).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(193).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(194).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(195).zvi.tif	CTN042	6	Vehicle	NA	1	2	Tumor
CTn042 d6 K14-02_Position(196).zvi.tif	CTN042	6	Vehicle	NA	2	1	Tumor
CTn042 d6 K14-02_Position(197).zvi.tif	CTN042	6	Vehicle	NA	0	1	Tumor
CTn042 d6 K14-02_Position(198).zvi.tif	CTN042	6	Vehicle	NA	0	1	Tumor
CTn042 d6 K14-02_Position(200).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(201).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(202).zvi.tif	CTN042	6	Vehicle	NA	0	1	Tumor
CTn042 d6 K14-02_Position(203).zvi.tif	CTN042	6	Vehicle	NA	0	1	Tumor
CTn042 d6 K14-02_Position(204).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(205).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(206).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(207).zvi.tif	CTN042	6	Vehicle	NA	0	0	Tumor
CTn042 d6 K14-02_Position(208).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(209).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(210).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(211).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(212).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(213).zvi.tif	CTN042	6	Vehicle	NA	1	1	Tumor
CTn042 d6 K14-02_Position(214).zvi.tif	CTN042	6	Vehicle	NA	2	2	Tumor
CTn044 d6 tumor K14 -07_AA03_01.zvi.tif	CTN044	6	Vehicle	NA	0	1	Tumor
CTn044 d6 tumor K14 -07_AA03_02.zvi.tif	CTN044	6	Vehicle	NA	0	1	Tumor
CTn044 d6 tumor K14 -07_AA03_03.zvi.tif	CTN044	6	Vehicle	NA	0	0	Tumor
CTn044 d6 tumor K14 -07_AA03_04.zvi.tif	CTN044	6	Vehicle	NA	0	2	Tumor
CTn044 d6 tumor K14 -07_AA03_05.zvi.tif	CTN044	6	Vehicle	NA	0	0	Tumor
CTn044 d6 tumor K14 -07_AA03_06.zvi.tif	CTN044	6	Vehicle	NA	0	1	Tumor
CTn044 d6 tumor K14 -07_AA03_07.zvi.tif	CTN044	6	Vehicle	NA	0	1	Tumor
CTn044 d6 tumor K14 -07_AA03_08.zvi.tif	CTN044	6	Vehicle	NA	0	2	Tumor
CTn044 d6 tumor K14 -07_AA03_09.zvi.tif	CTN044	6	Vehicle	NA	0	1	Tumor
CTn044 d6 tumor K14 -07_AA04_01.zvi.tif	CTN044	6	Vehicle	NA	0	0	Tumor
CTn044 d6 tumor K14 -07_AA04_02.zvi.tif	CTN044	6	Vehicle	NA	0	0	Tumor
CTn044 d6 tumor K14 -07_AA04_03.zvi.tif	CTN044	6	Vehicle	NA	0	2	Tumor
CTn044 d6 tumor K14 -07_AA04_04.zvi.tif	CTN044	6	Vehicle	NA	0	2	Tumor
CTn045 d6 Tumor K14-17_AA03_01.zvi.tif	CTN045	6	Vehicle	NA	0	0	Tumor
CTn045 d6 Tumor K14-17_AA03_02.zvi.tif	CTN045	6	Vehicle	NA	0	1	Tumor
CTn045 d6 Tumor K14-17_AA04_01.zvi.tif	CTN045	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(46).zvi.tif	CTN046	6	Vehicle	NA	2	1	Tumor
CTn046 d6 Tumor K14-16_Position(47).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTn046 d6 Tumor K14-16_Position(48).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTn046 d6 Tumor K14-16_Position(49).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTn046 d6 Tumor K14-16_Position(50).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(51).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTn046 d6 Tumor K14-16_Position(52).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(53).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(54).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(55).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(56).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(57).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(58).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(59).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(60).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(61).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(62).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTn046 d6 Tumor K14-16_Position(63).zvi.tif	CTN046	6	Vehicle	NA	0	1	Tumor
CTn046 d6 Tumor K14-16_Position(64).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTn046 d6 Tumor K14-16_Position(65).zvi.tif	CTN046	6	Vehicle	NA	0	0	Tumor
CTN047 d6 Tumor-024_Position(37).tif_Files.tif	CTN047	6	Vehicle	NA	2	2	Tumor
CTN047 d6 Tumor-024_Position(38).tif_Files.tif	CTN047	6	Vehicle	NA	0	1	Tumor
CTN047 d6 Tumor-024_Position(39).tif_Files.tif	CTN047	6	Vehicle	NA	0	0	Tumor
CTN047 d6 Tumor-024_Position(40).tif_Files.tif	CTN047	6	Vehicle	NA	2	2	Tumor
CTN047 d6 Tumor-024_Position(41).tif_Files.tif	CTN047	6	Vehicle	NA	0	1	Tumor
CTN047 d6 Tumor-024_Position(42).tif_Files.tif	CTN047	6	Vehicle	NA	0	2	Tumor
CTN047 d6 Tumor-024_Position(43).tif_Files.tif	CTN047	6	Vehicle	NA	b	b	Tumor
CTN047 d6 Tumor-024_Position(44).tif_Files.tif	CTN047	6	Vehicle	NA	0	2	Tumor
CTN047 d6 Tumor-024_Position(45).tif_Files.tif	CTN047	6	Vehicle	NA	2	2	Tumor
CTN047 d6 Tumor-024_Position(46).tif_Files.tif	CTN047	6	Vehicle	NA	0	2	Tumor
CTN048 d6 Tumor-036_AB03_01.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN048 d6 Tumor-036_AB03_02.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN048 d6 Tumor-036_AB03_03.tif_Files.tif	CTN048	6	Vehicle	NA	2	1	Tumor
CTN048 d6 Tumor-036_AB03_04.tif_Files.tif	CTN048	6	Vehicle	NA	0	0	Tumor
CTN048 d6 Tumor-036_AB03_05.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN048 d6 Tumor-036_AB03_06.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN048 d6 Tumor-036_AB03_07.tif_Files.tif	CTN048	6	Vehicle	NA	0	0	Tumor
CTN048 d6 Tumor-036_AB03_08.tif_Files.tif	CTN048	6	Vehicle	NA	0	0	Tumor
CTN048 d6 Tumor-036_AB03_09.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN048 d6 Tumor-036_AB03_10.tif_Files.tif	CTN048	6	Vehicle	NA	0	0	Tumor
CTN048 d6 Tumor-036_AB03_11.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN048 d6 Tumor-036_AB03_12.tif_Files.tif	CTN048	6	Vehicle	NA	1	0	Tumor
CTN049 d6 Tumor-035_AC04_01.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_02.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_03.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_04.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_05.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_06.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_07.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_08.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_09.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_10.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_11.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_12.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_13.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_14.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_15.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_16.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_17.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_18.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_19.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_20.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_21.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_22.tif_Files.tif	CTN049	6	Vehicle	NA	0	0	Tumor
CTN049 d6 Tumor-035_AC04_23.tif_Files.tif	CTN049	6	Vehicle	NA	3	2	Tumor
CTN049 d6 Tumor-035_AC04_24.tif_Files.tif	CTN049	6	Vehicle	NA	3	2	Tumor
CTN049 d6 Tumor-035_AC04_25.tif_Files.tif	CTN049	6	Vehicle	NA	3	2	Tumor
CTN049 d6 Tumor-035_AC04_26.tif_Files.tif	CTN049	6	Vehicle	NA	3	2	Tumor
CTN049 d6 Tumor-035_AC04_27.tif_Files.tif	CTN049	6	Vehicle	NA	2	1	Tumor
CTN049 d6 Tumor-035_AC04_28.tif_Files.tif	CTN049	6	Vehicle	NA	2	2	Tumor
CTN050 d6 Tumor-039_AC03_01.tif_Files.tif	CTN050	6	Vehicle	NA	0	0	Tumor
CTN050 d6 Tumor-039_AC03_02.tif_Files.tif	CTN050	6	Vehicle	NA	b	b	Tumor
CTN050 d6 Tumor-039_AC03_03.tif_Files.tif	CTN050	6	Vehicle	NA	b	b	Tumor
CTN050 d6 Tumor-039_AC03_04.tif_Files.tif	CTN050	6	Vehicle	NA	1	0	Tumor
CTN050 d6 Tumor-039_AC03_05.tif_Files.tif	CTN050	6	Vehicle	NA	0	0	Tumor
CTN050 d6 Tumor-039_AC03_06.tif_Files.tif	CTN050	6	Vehicle	NA	b	b	Tumor
CTN050 d6 Tumor-039_AC03_07.tif_Files.tif	CTN050	6	Vehicle	NA	0	0	Tumor
CTN050 d6 Tumor-039_AC03_08.tif_Files.tif	CTN050	6	Vehicle	NA	1	0	Tumor
CTN050 d6 Tumor-039_AC03_09.tif_Files.tif	CTN050	6	Vehicle	NA	0	0	Tumor
CTN050 d6 Tumor-039_AC03_10.tif_Files.tif	CTN050	6	Vehicle	NA	d	d	Tumor
CTN052 Tumorl d6-0011_AB01_01.tif_Files.tif	CTN052	6	Vehicle	NA	3	2	Tumor
CTN052 Tumorl d6-0011_AB01_02.tif_Files.tif	CTN052	6	Vehicle	NA	0	0	Tumor
CTN052 Tumorl d6-0011_AB01_03.tif_Files.tif	CTN052	6	Vehicle	NA	1	0	Tumor
CTN052 Tumorl d6-0011_AB01_04.tif_Files.tif	CTN052	6	Vehicle	NA	0	0	Tumor
CTN052 Tumorl d6-0011_AB01_05.tif_Files.tif	CTN052	6	Vehicle	NA	1	0	Tumor
CTN052 Tumorl d6-0011_AB01_06.tif_Files.tif	CTN052	6	Vehicle	NA	0	0	Tumor
CTN052 Tumorl d6-0011_AB01_07.tif_Files.tif	CTN052	6	Vehicle	NA	0	0	Tumor
CTN052 Tumorl d6-0011_AB01_08.tif_Files.tif	CTN052	6	Vehicle	NA	0	0	Tumor
CTN052 Tumorl d6-0011_AB01_09.tif_Files.tif	CTN052	6	Vehicle	NA	2	0	Tumor
CTN052 Tumorl d6-0011_AB01_10.tif_Files.tif	CTN052	6	Vehicle	NA	1	0	Tumor
CTN052 Tumorl d6-0011_AB01_11.tif_Files.tif	CTN052	6	Vehicle	NA	1	0	Tumor
CTN052 Tumorl d6-0011_AB01_12.tif_Files.tif	CTN052	6	Vehicle	NA	1	0	Tumor
CTN052 Tumorl d6-0011_AB01_13.tif_Files.tif	CTN052	6	Vehicle	NA	0	0	Tumor
CTN052 Tumorl d6-0011_AB01_14.tif_Files.tif	CTN052	6	Vehicle	NA	3	2	Tumor
CTN052 Tumorl d6-0011_AB01_15.tif_Files.tif	CTN052	6	Vehicle	NA	2	1	Tumor
CTN052 Tumorl d6-0011_AB01_16.tif_Files.tif	CTN052	6	Vehicle	NA	3	0	Tumor
CTN052 Tumorl d6-0011_AB01_17.tif_Files.tif	CTN052	6	Vehicle	NA	2	3	Tumor
CTN052 Tumorl d6-0011_AB01_18.tif_Files.tif	CTN052	6	Vehicle	NA	1	0	Tumor
CTN052 Tumorl d6-0011_AB01_19.tif_Files.tif	CTN052	6	Vehicle	NA	2	0	Tumor
CTN053 Tumorl d6-0013_AA01_01.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_02.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_03.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_04.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_05.tif_Files.tif	CTN053	6	Vehicle	NA	0	2	Tumor
CTN053 Tumorl d6-0013_AA01_06.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_07.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_08.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_09.tif_Files.tif	CTN053	6	Vehicle	NA	0	2	Tumor
CTN053 Tumorl d6-0013_AA01_10.tif_Files.tif	CTN053	6	Vehicle	NA	0	3	Tumor
CTN053 Tumorl d6-0013_AA01_11.tif_Files.tif	CTN053	6	Vehicle	NA	0	1	Tumor
